File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF186BRO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	1, 2	1_1, 2_1							/files/ENCFF354ELR/, /files/ENCFF180DGV/	7182696	ENCODE Processing Pipeline	428c60a12efe3d05501553cc8b62834a		https://www.encodeproject.org/files/ENCFF186BRO/@@download/ENCFF186BRO.bed.gz				released	s3://encode-public/2016/12/10/4a501227-44e1-4ada-b013-fefaad607833/ENCFF186BRO.bed.gz	ENCODE3 GRCh38	archived	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF950MBW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	1, 2	1_1, 2_1							/files/ENCFF094ABD/, /files/ENCFF419RSJ/, /files/ENCFF134PWC/, /files/ENCFF186BRO/	124955	ENCODE Processing Pipeline	f96a446ebd345becab7dd0d44d4fb040		https://www.encodeproject.org/files/ENCFF950MBW/@@download/ENCFF950MBW.bed.gz				released	s3://encode-public/2016/12/10/2b84cc3e-5dfb-4e36-8c3e-45bc02fe1f9e/ENCFF950MBW.bed.gz	ENCODE3 GRCh38	archived	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF352IAI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	1	1_1							/files/ENCFF381IYY/, /files/ENCFF142ICR/, /files/ENCFF623AJW/, /files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	41185	ENCODE Processing Pipeline	08caacb934c5722b99230b7036eea4cd		https://www.encodeproject.org/files/ENCFF352IAI/@@download/ENCFF352IAI.bed.gz				released	s3://encode-public/2021/03/19/dac6832b-49a1-448b-abec-897de8d1ddc9/ENCFF352IAI.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF147QRM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	2	2_1							/files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF561BFM/, /files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	212611	ENCODE Processing Pipeline	89f71e6ecd5ca7e8b1e052dd119c3147		https://www.encodeproject.org/files/ENCFF147QRM/@@download/ENCFF147QRM.bed.gz				released	s3://encode-public/2021/03/19/78f20f0a-1558-43e2-a031-9fb2c438820f/ENCFF147QRM.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF241UKW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	1, 2	1_1, 2_1							/files/ENCFF381IYY/, /files/ENCFF142ICR/, /files/ENCFF623AJW/, /files/ENCFF561BFM/, /files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	190739	ENCODE Processing Pipeline	a442594fbe5e05ebb545c857b8179c34		https://www.encodeproject.org/files/ENCFF241UKW/@@download/ENCFF241UKW.bed.gz				released	s3://encode-public/2021/03/19/f5834363-9801-4ec5-afa8-dd11354bcd8d/ENCFF241UKW.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF907SLP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR784VUY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RNF2-human	DNA						2016-12-06	ENCODE		sonication (generic)	200-900, 300-1000	1, 2	1_1, 2_1							/files/ENCFF381IYY/, /files/ENCFF142ICR/, /files/ENCFF623AJW/, /files/ENCFF561BFM/, /files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	119377	ENCODE Processing Pipeline	376a48cbd24c8f3c27f36bf03117d03d		https://www.encodeproject.org/files/ENCFF907SLP/@@download/ENCFF907SLP.bed.gz				released	s3://encode-public/2021/03/19/a3bd7147-7ea1-41bd-8b54-3fb353bc8edd/ENCFF907SLP.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, antibody characterized with exemption, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	missing control alignments
ENCFF885KLR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF651ZPC/, /files/ENCFF371JLL/, /files/ENCFF029AGK/	115171	ENCODE Processing Pipeline	f20eefcfc1e4a4ed95f2d2d253a7750b		https://www.encodeproject.org/files/ENCFF885KLR/@@download/ENCFF885KLR.bed.gz				released	s3://encode-public/2016/12/05/790034c9-57b1-41ab-bbe6-83fa7bd1d5f1/ENCFF885KLR.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF371JLL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1	1_1							/files/ENCFF727XHW/, /files/ENCFF277NVQ/, /files/ENCFF243MTV/	6668538	ENCODE Processing Pipeline	1712aedc81671a652253f9eab6e6709f		https://www.encodeproject.org/files/ENCFF371JLL/@@download/ENCFF371JLL.bed.gz				released	s3://encode-public/2016/12/05/d6179c5f-c212-4b5e-9ed7-0efacff96802/ENCFF371JLL.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF651ZPC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF419LUK/, /files/ENCFF727XHW/, /files/ENCFF277NVQ/, /files/ENCFF243MTV/	6988370	ENCODE Processing Pipeline	a1162a2f5954a1777619c103d772bb98		https://www.encodeproject.org/files/ENCFF651ZPC/@@download/ENCFF651ZPC.bed.gz				released	s3://encode-public/2016/12/05/b228df9c-c0b9-44a3-a30e-f4076bf78dbd/ENCFF651ZPC.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF029AGK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	2	2_1							/files/ENCFF419LUK/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	6395810	ENCODE Processing Pipeline	98a44503b6814c9924cd9b364c7bf979		https://www.encodeproject.org/files/ENCFF029AGK/@@download/ENCFF029AGK.bed.gz				released	s3://encode-public/2016/12/05/07dab055-76ad-498b-9cde-3f8e3e084c14/ENCFF029AGK.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF943ZUK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF651ZPC/, /files/ENCFF371JLL/, /files/ENCFF029AGK/	106907	ENCODE Processing Pipeline	8c2d6099e4a4e9ae44b38d2628421507		https://www.encodeproject.org/files/ENCFF943ZUK/@@download/ENCFF943ZUK.bed.gz				released	s3://encode-public/2016/12/05/b1fd6609-9e85-4140-82e7-77a2be44679d/ENCFF943ZUK.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF861JHT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1	1_1							/files/ENCFF031TYH/, /files/ENCFF064DDT/, /files/ENCFF504ZFN/	6661796	ENCODE Processing Pipeline	b1b1308ed25f8c2623a9257bd1f7ebdb		https://www.encodeproject.org/files/ENCFF861JHT/@@download/ENCFF861JHT.bed.gz				released	s3://encode-public/2016/12/07/1810ca8b-3c5e-4bcd-88e8-93661ec8f468/ENCFF861JHT.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF235EJG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF031TYH/, /files/ENCFF277PVA/, /files/ENCFF504ZFN/, /files/ENCFF064DDT/	6988529	ENCODE Processing Pipeline	cc3d33b9c88df1ad94548eb5f93fad5c		https://www.encodeproject.org/files/ENCFF235EJG/@@download/ENCFF235EJG.bed.gz				released	s3://encode-public/2016/12/07/9f35eeb9-f60c-485d-9495-af1c132b00db/ENCFF235EJG.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF278QIG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF861JHT/, /files/ENCFF235EJG/, /files/ENCFF419RSJ/, /files/ENCFF821FUD/	106591	ENCODE Processing Pipeline	43af8c63424a0053dde8ef9613578f68		https://www.encodeproject.org/files/ENCFF278QIG/@@download/ENCFF278QIG.bed.gz				released	s3://encode-public/2016/12/07/2017e320-2109-4260-b50c-82b5b6893aee/ENCFF278QIG.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF779CWH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF861JHT/, /files/ENCFF235EJG/, /files/ENCFF419RSJ/, /files/ENCFF821FUD/	112622	ENCODE Processing Pipeline	c00d4edc304c9026168b72ef514f3506		https://www.encodeproject.org/files/ENCFF779CWH/@@download/ENCFF779CWH.bed.gz				released	s3://encode-public/2016/12/07/8f04e8f8-6b46-4dbf-a6d6-2dd0224bbb53/ENCFF779CWH.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF821FUD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	2	2_1							/files/ENCFF277PVA/, /files/ENCFF064DDT/, /files/ENCFF504ZFN/	6382445	ENCODE Processing Pipeline	1b701a919ee4b93649975927fefaecc5		https://www.encodeproject.org/files/ENCFF821FUD/@@download/ENCFF821FUD.bed.gz				released	s3://encode-public/2016/12/07/c836ce9d-2866-402e-9acc-125aa0cc1474/ENCFF821FUD.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF649VNE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF356LFX/, /files/ENCFF246XQQ/, /files/ENCFF451YMU/, /files/ENCFF356TBZ/, /files/ENCFF381IYY/	117398	ENCODE Processing Pipeline	ddc762978a925c48b8c5f6f4633a3b76		https://www.encodeproject.org/files/ENCFF649VNE/@@download/ENCFF649VNE.bed.gz				released	s3://encode-public/2021/02/11/29eddb89-b701-49ac-88f3-5508eb9d70e8/ENCFF649VNE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF755NTJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1, 2	1_1, 2_1							/files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF356LFX/, /files/ENCFF246XQQ/, /files/ENCFF451YMU/, /files/ENCFF356TBZ/, /files/ENCFF381IYY/	109105	ENCODE Processing Pipeline	94509721bd1976c02a3be94e526061e2		https://www.encodeproject.org/files/ENCFF755NTJ/@@download/ENCFF755NTJ.bed.gz				released	s3://encode-public/2021/02/11/bf5b57dd-8d8f-4bbc-82cc-b00ff8e3f163/ENCFF755NTJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF630NGZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	2	2_1							/files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF356LFX/, /files/ENCFF246XQQ/, /files/ENCFF451YMU/, /files/ENCFF381IYY/	107944	ENCODE Processing Pipeline	2861855ef1f833c3fd068347508ac4a8		https://www.encodeproject.org/files/ENCFF630NGZ/@@download/ENCFF630NGZ.bed.gz				released	s3://encode-public/2021/02/11/e07796f9-f7dc-4b66-b4bf-cf8f5211cff9/ENCFF630NGZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF944WWY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR663WAR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2017-01-08	ENCODE		none, sonication (generic)	200-600, 300-1000	1	1_1							/files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF356TBZ/, /files/ENCFF381IYY/	86151	ENCODE Processing Pipeline	48ff8b581902127fdbb3d425f1e926ef		https://www.encodeproject.org/files/ENCFF944WWY/@@download/ENCFF944WWY.bed.gz				released	s3://encode-public/2021/02/11/beaf146b-ede4-4ee1-b658-92771b5a4849/ENCFF944WWY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth, mixed read lengths, low read length		
ENCFF110RXK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1, 2	1_1, 2_1							/files/ENCFF629FYM/, /files/ENCFF746UGW/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	6838072	ENCODE Processing Pipeline	76b76555292400ceb8c561c786ee9eb4		https://www.encodeproject.org/files/ENCFF110RXK/@@download/ENCFF110RXK.bed.gz				released	s3://encode-public/2016/12/03/d0e28828-9b6a-4553-98a3-9afe2a2ae9e5/ENCFF110RXK.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read length, low read depth		
ENCFF936JMD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF535NEK/, /files/ENCFF299IER/, /files/ENCFF110RXK/	6175	ENCODE Processing Pipeline	61b1575a3c471b239c764df28bd2e3d1		https://www.encodeproject.org/files/ENCFF936JMD/@@download/ENCFF936JMD.bed.gz				released	s3://encode-public/2016/12/03/ded4db78-16d8-4796-806b-c56502b94b61/ENCFF936JMD.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read length, low read depth		
ENCFF535NEK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1	1_1							/files/ENCFF746UGW/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	5898157	ENCODE Processing Pipeline	a580a16f4aab89b519066b1754aba149		https://www.encodeproject.org/files/ENCFF535NEK/@@download/ENCFF535NEK.bed.gz				released	s3://encode-public/2016/12/03/3ff633dd-d541-428e-bbd1-ca965ddc51d1/ENCFF535NEK.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read length, low read depth		
ENCFF299IER	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	2	2_1							/files/ENCFF629FYM/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	6422356	ENCODE Processing Pipeline	b9c58591c2ea2ed7a818e92128130f8c		https://www.encodeproject.org/files/ENCFF299IER/@@download/ENCFF299IER.bed.gz				released	s3://encode-public/2016/12/03/b5510f8c-db73-406f-b43d-d4764710dccc/ENCFF299IER.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption, low read length, low read depth		
ENCFF169AJL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	2	2_1							/files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF420ESL/, /files/ENCFF356LFX/	2595	ENCODE Processing Pipeline	0f64b6dcd86ffca1f4af7ca5a511bbef		https://www.encodeproject.org/files/ENCFF169AJL/@@download/ENCFF169AJL.bed.gz				released	s3://encode-public/2021/03/19/baebe49e-005d-4df2-aea5-bb9e78ea7034/ENCFF169AJL.bed.gz	ENCODE4 v1.7.1 GRCh38	released	antibody characterized with exemption, low read length, low read depth		
ENCFF218OXB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1, 2	1_1, 2_1							/files/ENCFF424JNH/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF420ESL/, /files/ENCFF356LFX/	6922	ENCODE Processing Pipeline	b50ea868d2296a13a6ea9a9f29032894		https://www.encodeproject.org/files/ENCFF218OXB/@@download/ENCFF218OXB.bed.gz				released	s3://encode-public/2021/03/19/321cc867-15fd-4d5f-b52e-9547a338ff2e/ENCFF218OXB.bed.gz	ENCODE4 v1.7.1 GRCh38	released	antibody characterized with exemption, low read length, low read depth		
ENCFF435OMF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1	1_1							/files/ENCFF451YMU/, /files/ENCFF424JNH/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF356LFX/	1788	ENCODE Processing Pipeline	e55d26176e37a23d836d1afe6e970dc1		https://www.encodeproject.org/files/ENCFF435OMF/@@download/ENCFF435OMF.bed.gz				released	s3://encode-public/2021/03/19/8aa6efa4-78b7-4202-9710-bae867d7da61/ENCFF435OMF.bed.gz	ENCODE4 v1.7.1 GRCh38	released	antibody characterized with exemption, low read length, low read depth		
ENCFF136LNB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR814KIO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX5-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-1000, 300-800	1, 2	1_1, 2_1							/files/ENCFF424JNH/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF420ESL/, /files/ENCFF356LFX/	6118	ENCODE Processing Pipeline	6b02311df7a46a80a8ff11568021df8a		https://www.encodeproject.org/files/ENCFF136LNB/@@download/ENCFF136LNB.bed.gz				released	s3://encode-public/2021/03/19/8fed518b-e95b-4797-8ce7-e29ad2ba936d/ENCFF136LNB.bed.gz	ENCODE4 v1.7.1 GRCh38	released	antibody characterized with exemption, low read length, low read depth		
